Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
cloud-memory-000317,Cloud Memorystore,1147.3451,Hours,asia-southeast1,47.92,78.42,150588037.0,212635939.0,2024-07-18,2024-08-17,0.19379269,241.74071308,241.740713,20306.2199
cloud-run-000318,Cloud Run,358.3492,Hours,southamerica-east1,0.1,15.61,53993778.0,100535489.0,2023-02-26,2023-03-28,8.691e-05,0.03520723,0.035207,2.9574
cloud-data-f-000319,Cloud Data Fusion,516.3571,Hours,europe-west1,54.15,59.58,816692244.0,501010328.0,2024-12-27,2025-01-03,0.79106312,427.0007432,427.000743,35868.0624
cloud-interc-000320,Cloud Interconnect,7859.5847,Hours,asia-northeast1,9.49,11.79,11866297672.0,28151675037.0,2023-09-14,2023-09-21,0.17350296,1561.50797219,1561.507972,131166.6697
container-re-000321,Container Registry,72.2775,GB,europe-north1,17.18,18.74,28016228.0,59370165.0,2024-09-21,2024-10-21,0.026,2.00794509,2.007945,168.6674
cloud-vpn-000322,Cloud VPN,4375.3846,Hours,asia-southeast1,5.15,5.88,244272046.0,3828935575.0,2023-06-25,2023-07-25,0.11051389,539.99516398,539.995164,45359.5938
cloud-vpn-000323,Cloud VPN,7708.6235,Hours,asia-east1,4.28,6.55,8144591598.0,365870932.0,2023-01-30,2023-01-31,0.12710224,1053.55309006,1053.55309,88498.4596
cloud-functi-000324,Cloud Functions,1777298.4044,Requests,us-east1,27.49,47.36,106602278.0,101742577.0,2023-08-04,2023-09-03,1.74e-06,3.22134364,3.221344,270.5929
cloud-spanne-000325,Cloud Spanner,7865.4175,Hours,us-east1,52.73,67.58,198235119.0,3657703324.0,2024-07-12,2024-07-19,1.91418412,15208.03309863,15208.033099,1277474.7803
dataflow-000326,Dataflow,352.5015,Hours,europe-west3,85.91,77.75,716827301.0,155682599.0,2023-11-01,2023-11-15,0.01811362,7.16489089,7.164891,601.8508
cloud-run-000327,Cloud Run,660.6642,Hours,northamerica-northeast1,29.01,42.47,206786534.0,107030585.0,2024-04-20,2024-04-27,8.877e-05,0.06182806,0.061828,5.1936
firestore-000328,Firestore,41159.1335,Requests,europe-west1,10.44,9.89,40397663.0,169100093.0,2023-12-20,2024-01-20,1.04e-06,0.04475944,0.044759,3.7598
cloud-vpc-000329,Cloud VPC,989.7972,Hours,asia-northeast1,13.49,13.92,3264133175.0,871238592.0,2023-11-23,2023-11-30,0.00504636,5.32994962,5.32995,447.7158
cloud-cdn-000330,Cloud CDN,2636.0808,GB,asia-northeast1,18.84,21.53,3453273036.0,7084900871.0,2023-02-21,2023-02-28,0.01538453,43.87723189,43.877232,3685.6875
cloud-endpoi-000331,Cloud Endpoints,1456750.8711,Requests,asia-southeast1,3.6,12.09,63432459.0,56039112.0,2023-12-02,2024-01-02,8.13e-06,13.53372459,13.533725,1136.8329
cloud-data-f-000332,Cloud Data Fusion,328.9103,Hours,northamerica-northeast1,68.64,73.22,297707744.0,17607685.0,2024-06-11,2024-06-25,0.77276473,265.43164699,265.431647,22296.2583
cloud-armor-000333,Cloud Armor,446395.0605,Requests,europe-west3,1.33,0.1,85885590.0,8784899.0,2024-06-01,2024-06-15,1.208e-05,6.0181612,6.018161,505.5255
bigquery-000334,BigQuery,33834.3553,GB,asia-east1,11.53,7.09,495104343.0,426181746.0,2023-10-16,2023-10-30,0.0344417,1252.39332501,1252.393325,105201.0393
cloud-spanne-000335,Cloud Spanner,953.5242,Hours,europe-north1,53.76,68.29,4349897831.0,76813897.0,2024-07-03,2024-07-04,1.18126338,1161.7243193,1161.724319,97584.8428
cloud-functi-000336,Cloud Functions,1252598.9911,Requests,us-west1,37.64,33.49,99617969.0,263104687.0,2024-01-10,2024-02-09,1.24e-06,1.58768365,1.587684,133.3654
cloud-vpn-000337,Cloud VPN,1495.4655,Hours,southamerica-east1,17.89,13.32,705113054.0,369919100.0,2023-07-19,2023-08-02,0.08863488,157.08242333,157.082423,13194.9236
cloud-sql-000338,Cloud SQL,3434.8951,Hours,southamerica-east1,61.36,76.73,2747377589.0,1178350321.0,2023-10-14,2023-11-13,2.14526326,8368.90684619,8368.906846,702988.1751
cloud-cdn-000339,Cloud CDN,446784.3697,GB,asia-northeast1,10.26,21.14,5601402240.0,3185456388.0,2024-02-08,2024-02-22,0.01469398,7706.50804997,7706.50805,647346.6762
cloud-memory-000340,Cloud Memorystore,1979.2118,Hours,asia-southeast1,60.46,79.66,1725525208.0,51203683.0,2023-07-23,2023-08-22,0.0234069,52.2940558,52.294056,4392.7007
bigquery-000341,BigQuery,785.1933,GB,asia-southeast1,32.29,7.8,17352753189.0,241184247.0,2024-12-31,2025-01-14,0.02556449,22.88758086,22.887581,1922.5568
compute-engi-000342,Compute Engine,3349.1491,Hours,southamerica-east1,61.18,59.39,1760512018.0,790510896.0,2023-05-24,2023-06-07,0.73963419,2835.47907743,2835.479077,238180.2425
compute-engi-000343,Compute Engine,2575.1805,Hours,us-west1,70.31,54.3,667738075.0,1309412543.0,2023-11-03,2023-12-03,2.29861631,5984.78252841,5984.782528,502721.7324
cloud-spanne-000344,Cloud Spanner,5541.964,Hours,us-west1,70.35,77.72,1081617981.0,3321672024.0,2024-07-30,2024-08-06,1.6735514,9547.86415995,9547.86416,802020.5894
dataflow-000345,Dataflow,885.4665,Hours,asia-northeast1,78.1,79.05,5365952952.0,358649910.0,2024-03-02,2024-04-01,0.04363959,42.32087138,42.320871,3554.9532
firestore-000346,Firestore,176896.6297,Requests,us-east1,23.21,28.62,224488743.0,27979904.0,2023-01-28,2023-02-27,1.39e-06,0.25211776,0.252118,21.1779
pub-sub-000347,Pub/Sub,1.8062,GB,us-central1,27.67,35.98,208077205.0,88494928.0,2024-08-14,2024-08-21,0.05441346,0.09939811,0.099398,8.3494
cloud-storag-000348,Cloud Storage,191.0478,GB,us-east1,7.73,14.35,2150754951.0,1169224822.0,2024-09-26,2024-10-26,0.02014658,3.79077142,3.790771,318.4248
cloud-endpoi-000349,Cloud Endpoints,21364.1965,Requests,asia-east1,9.45,13.88,51686630.0,62083081.0,2024-08-09,2024-09-09,3.51e-06,0.08083384,0.080834,6.79
cloud-load-b-000350,Cloud Load Balancing,1211.5991,Hours,europe-west3,17.56,27.64,10936493184.0,515792458.0,2023-06-05,2023-06-19,0.01653093,21.05228472,21.052285,1768.3919
compute-engi-000351,Compute Engine,2648.964,Hours,northamerica-northeast1,53.2,37.26,654505882.0,913722081.0,2023-03-05,2023-04-04,2.52838161,7248.37197499,7248.371975,608863.2459
dataflow-000352,Dataflow,3457.4104,Hours,northamerica-northeast1,58.21,76.43,368355701.0,875619030.0,2024-06-22,2024-07-06,0.03168486,112.3095505,112.309551,9434.0022
cloud-vpc-000353,Cloud VPC,4970.9541,Hours,europe-west1,4.69,11.5,4296652211.0,14192738398.0,2024-07-13,2024-07-27,0.00748832,39.25768724,39.257687,3297.6457
container-re-000354,Container Registry,5.1426,GB,us-west1,31.32,31.64,50313918.0,143447147.0,2023-09-28,2023-10-28,0.026,0.13940034,0.1394,11.7096
cloud-vpc-000355,Cloud VPC,8382.2334,Hours,europe-north1,1.95,9.82,1128733556.0,4884996992.0,2023-08-19,2023-09-19,0.00794057,73.17987559,73.179876,6147.1095
firestore-000356,Firestore,308862.3354,Requests,australia-southeast1,9.51,17.07,77351836.0,33698387.0,2024-12-07,2025-01-06,1.02e-06,0.3680751,0.368075,30.9183
kubernetes-e-000357,Kubernetes Engine,3922.1202,Hours,europe-north1,63.38,61.95,5206321036.0,239588493.0,2023-10-22,2023-10-29,0.04417248,177.27052043,177.27052,14890.7237
cloud-nat-000358,Cloud NAT,1491.8602,Hours,europe-west1,6.59,6.16,507618433.0,145351679.0,2023-05-30,2023-06-06,0.00742727,12.14779999,12.1478,1020.4152
cloud-memory-000359,Cloud Memorystore,2400.6907,Hours,northamerica-northeast1,39.69,72.43,321362785.0,483842479.0,2024-11-02,2024-11-09,0.05318051,138.21984601,138.219846,11610.4671
cloud-vpc-000360,Cloud VPC,1026.7513,Hours,europe-north1,6.21,11.7,1723129323.0,185791874.0,2024-07-29,2024-08-28,0.00654109,7.28156713,7.281567,611.6516
cloud-vpn-000361,Cloud VPN,6921.1883,Hours,australia-southeast1,8.5,4.74,1112702155.0,959855871.0,2023-09-06,2023-09-07,0.07256716,587.51225515,587.512255,49351.0294
cloud-endpoi-000362,Cloud Endpoints,1419299.8888,Requests,asia-east1,10.97,13.45,48471319.0,88975358.0,2023-04-13,2023-04-27,5.71e-06,8.51184748,8.511847,714.9952
pub-sub-000363,Pub/Sub,77544.9569,GB,asia-southeast1,34.48,35.09,37610426.0,574457696.0,2023-01-06,2023-02-06,0.04473823,3800.00407835,3800.004078,319200.3426
container-re-000364,Container Registry,625.3056,GB,northamerica-northeast1,7.48,14.66,269667596.0,112146129.0,2024-05-03,2024-06-02,0.026,17.45301366,17.453014,1466.0531
cloud-interc-000365,Cloud Interconnect,911.732,Hours,us-east1,17.18,18.52,4369414643.0,85106634126.0,2023-03-02,2023-04-02,0.30836001,291.82947936,291.829479,24513.6763
cloud-vpc-000366,Cloud VPC,1127.8452,Hours,us-west1,5.74,8.9,9377918281.0,5521125025.0,2023-02-08,2023-03-11,0.0089402,10.42698076,10.426981,875.8664
cloud-data-f-000367,Cloud Data Fusion,3.4156,Hours,asia-east1,43.82,38.23,285519018.0,11912101.0,2024-02-11,2024-03-12,0.98665272,3.59551087,3.595511,302.0229
cloud-interc-000368,Cloud Interconnect,3264.6373,Hours,asia-east1,9.61,6.68,6655388494.0,8498429011.0,2023-01-10,2023-01-17,0.46780468,1640.89097483,1640.890975,137834.8419
cloud-load-b-000369,Cloud Load Balancing,2816.0642,Hours,europe-north1,8.41,14.45,3057377510.0,167399916.0,2024-04-10,2024-05-11,0.01639651,48.9329146,48.932915,4110.3648
cloud-cdn-000370,Cloud CDN,98124.6848,GB,southamerica-east1,34.24,34.4,4192131728.0,11808086782.0,2024-04-24,2024-05-01,0.01196821,1410.36784403,1410.367844,118470.8989
kubernetes-e-000371,Kubernetes Engine,1159.4857,Hours,northamerica-northeast1,78.98,60.78,1631390535.0,4519771802.0,2024-10-25,2024-11-01,0.07629561,96.38164815,96.381648,8096.0584
cloud-interc-000372,Cloud Interconnect,1129.0513,Hours,us-central1,15.19,12.1,3532010243.0,7943999506.0,2024-11-21,2024-12-21,0.43526593,483.97241095,483.972411,40653.6825
cloud-nat-000373,Cloud NAT,1976.4898,Hours,europe-west3,11.9,6.94,1696310340.0,1710099049.0,2024-06-11,2024-06-25,0.00185847,3.95044323,3.950443,331.8372
cloud-cdn-000374,Cloud CDN,105.9899,GB,northamerica-northeast1,1.31,9.98,325227832.0,3783763494.0,2023-11-28,2023-12-29,0.01260289,1.32778551,1.327786,111.534
cloud-sql-000375,Cloud SQL,4399.9134,Hours,europe-north1,81.48,85.35,1966279234.0,384575120.0,2023-12-04,2023-12-18,0.05683066,260.20596146,260.205961,21857.3008
container-re-000376,Container Registry,295.203,GB,europe-west1,11.42,22.88,555654207.0,44985568.0,2024-12-10,2024-12-17,0.026,8.38891859,8.388919,704.6692
cloud-data-f-000377,Cloud Data Fusion,365.6056,Hours,europe-west3,45.66,75.58,43504085.0,326910145.0,2024-12-03,2025-01-02,0.94802348,368.53597455,368.535975,30957.0219
cloud-interc-000378,Cloud Interconnect,7558.5621,Hours,us-west1,9.81,12.04,8152615787.0,6084003999.0,2023-05-01,2023-05-31,0.21539476,1586.35950123,1586.359501,133254.1981
cloud-endpoi-000379,Cloud Endpoints,231705.3269,Requests,australia-southeast1,8.24,15.23,64637159.0,74740094.0,2023-05-17,2023-05-31,2.97e-05,7.64259221,7.642592,641.9777
cloud-memory-000380,Cloud Memorystore,2351.9695,Hours,europe-west3,73.37,91.38,252778393.0,125046659.0,2024-12-19,2025-01-18,0.11490325,293.22829632,293.228296,24631.1769
dataflow-000381,Dataflow,159.9189,Hours,australia-southeast1,81.88,86.86,798637286.0,115825865.0,2023-09-11,2023-10-11,0.04643168,8.21867562,8.218676,690.3688
cloud-storag-000382,Cloud Storage,2.9418,GB,northamerica-northeast1,9.01,7.83,2388373189.0,7783683069.0,2024-06-24,2024-07-24,0.0160267,0.04693992,0.04694,3.943
bigquery-000383,BigQuery,1401.6534,GB,southamerica-east1,21.89,18.97,1399802452.0,180388714.0,2024-06-01,2024-06-08,0.01240417,21.35273018,21.35273,1793.6293
cloud-storag-000384,Cloud Storage,20022.0157,GB,northamerica-northeast1,12.43,14.99,17786679624.0,43166885016.0,2023-04-30,2023-05-30,0.01482125,300.82373486,300.823735,25269.1937
cloud-storag-000385,Cloud Storage,1200.8453,GB,northamerica-northeast1,12.27,17.84,9369877429.0,836947924.0,2023-02-26,2023-03-12,0.01430878,18.35533202,18.355332,1541.8479
bigquery-000386,BigQuery,170.8749,GB,southamerica-east1,35.61,21.24,1063113670.0,741882896.0,2024-04-18,2024-05-18,0.00597967,1.23328882,1.233289,103.5963
cloud-functi-000387,Cloud Functions,136731.7613,Requests,asia-east1,14.56,20.69,115488203.0,32977458.0,2023-08-12,2023-09-11,1.12e-06,0.17118979,0.17119,14.3799
cloud-armor-000388,Cloud Armor,153560.8846,Requests,southamerica-east1,2.77,5.41,9607853.0,2739170.0,2023-03-03,2023-04-03,1.874e-05,3.35920434,3.359204,282.1732
bigquery-000389,BigQuery,34.8109,GB,europe-north1,59.98,52.06,403698697.0,362192374.0,2024-02-23,2024-03-01,0.03386863,1.24350276,1.243503,104.4542
kubernetes-e-000390,Kubernetes Engine,6687.0315,Hours,us-east1,60.16,36.02,5141515048.0,205908680.0,2024-03-06,2024-03-20,0.05036834,326.42707397,326.427074,27419.8742
cloud-nat-000391,Cloud NAT,3780.219,Hours,europe-west3,5.27,7.26,1064849076.0,656292982.0,2023-03-24,2023-04-23,0.0058537,23.37868558,23.378686,1963.8096
container-re-000392,Container Registry,97.1187,GB,europe-west1,17.49,28.54,35092241.0,958049515.0,2023-05-02,2023-05-09,0.026,2.61837446,2.618374,219.9435
kubernetes-e-000393,Kubernetes Engine,8304.0825,Hours,australia-southeast1,71.14,58.93,9813705160.0,554815099.0,2023-01-04,2023-02-03,0.05167035,487.98780154,487.987802,40990.9753
kubernetes-e-000394,Kubernetes Engine,5647.783,Hours,southamerica-east1,44.61,32.57,2673075816.0,2504249851.0,2024-03-10,2024-04-09,0.03227608,208.79938431,208.799384,17539.1483
cloud-memory-000395,Cloud Memorystore,6424.3783,Hours,asia-southeast1,39.18,80.31,2001972871.0,112650163.0,2023-10-10,2023-10-17,0.15685015,1145.65516263,1145.655163,96235.0337
bigquery-000396,BigQuery,55584.2463,GB,us-east1,50.87,55.27,4570119125.0,64639990.0,2024-03-05,2024-04-04,0.04500686,2482.96693301,2482.966933,208569.2224
cloud-endpoi-000397,Cloud Endpoints,12610.399,Requests,australia-southeast1,13.45,8.35,19625454.0,8297740.0,2023-03-10,2023-03-17,1.914e-05,0.26975926,0.269759,22.6598
firestore-000398,Firestore,776663.3599,Requests,asia-east1,16.31,26.74,236281221.0,8548860.0,2023-09-08,2023-10-08,8.8e-07,0.73867564,0.738676,62.0488
cloud-datapr-000399,Cloud Dataproc,46.3024,Hours,asia-east1,60.7,67.38,221989474.0,49365204.0,2023-05-24,2023-06-23,0.08342076,4.41961748,4.419617,371.2479
kubernetes-e-000400,Kubernetes Engine,4977.7331,Hours,us-central1,65.17,66.74,5511175940.0,943067847.0,2023-11-23,2023-12-23,0.08365442,425.12569094,425.125691,35710.558
cloud-endpoi-000401,Cloud Endpoints,366229.364,Requests,europe-north1,6.63,9.3,126712375.0,43610112.0,2023-05-27,2023-06-27,1.417e-05,5.29865231,5.298652,445.0868
cloud-functi-000402,Cloud Functions,43565396.6882,Requests,asia-east1,20.07,42.17,53102820.0,55478196.0,2024-07-24,2024-08-24,2.31e-06,110.85304145,110.853041,9311.6555
container-re-000403,Container Registry,1.4908,GB,us-east1,9.82,22.13,167151433.0,90412547.0,2024-03-13,2024-04-12,0.026,0.03861241,0.038612,3.2434
container-re-000404,Container Registry,15.1004,GB,us-east1,18.1,24.04,230433425.0,228140356.0,2024-01-26,2024-02-25,0.026,0.38064523,0.380645,31.9742
cloud-cdn-000405,Cloud CDN,9767.4347,GB,europe-north1,6.78,11.41,16354140154.0,28299721301.0,2024-01-21,2024-01-28,0.01089162,114.53658491,114.536585,9621.0731
cloud-endpoi-000406,Cloud Endpoints,244948.8915,Requests,europe-north1,11.57,11.48,38990768.0,85769564.0,2024-12-25,2025-01-01,4.56e-06,1.18133327,1.181333,99.232
cloud-run-000407,Cloud Run,146.3043,Hours,europe-west3,54.41,67.28,379210714.0,30022427.0,2024-07-24,2024-08-23,7.61e-05,0.01240579,0.012406,1.0421
cloud-load-b-000408,Cloud Load Balancing,5991.4691,Hours,us-east1,23.65,28.03,1969127046.0,10060026436.0,2023-03-22,2023-04-22,0.00957189,55.51022426,55.510224,4662.8588
kubernetes-e-000409,Kubernetes Engine,3893.4712,Hours,australia-southeast1,72.36,76.15,500174436.0,590891286.0,2023-02-22,2023-03-01,0.06426298,295.65442083,295.654421,24834.9713
cloud-armor-000410,Cloud Armor,3223448.0276,Requests,australia-southeast1,2.03,4.95,9362373.0,26732777.0,2024-08-24,2024-09-23,1.011e-05,36.22447802,36.224478,3042.8562
cloud-load-b-000411,Cloud Load Balancing,1170.5578,Hours,europe-north1,27.65,36.44,3841474459.0,1639584105.0,2023-01-16,2023-01-23,0.02060508,25.25972455,25.259725,2121.8169
kubernetes-e-000412,Kubernetes Engine,4195.8187,Hours,northamerica-northeast1,42.47,35.47,6341408920.0,392041204.0,2023-09-06,2023-10-06,0.04569689,190.79803425,190.798034,16027.0349
cloud-endpoi-000413,Cloud Endpoints,138670.8677,Requests,southamerica-east1,16.9,25.34,521611442.0,16137827.0,2023-11-26,2023-12-26,1.741e-05,2.80109624,2.801096,235.2921
cloud-memory-000414,Cloud Memorystore,6546.9189,Hours,europe-north1,39.53,79.7,802253430.0,671741181.0,2023-09-25,2023-10-09,0.10174475,691.28853655,691.288537,58068.2371
kubernetes-e-000415,Kubernetes Engine,1833.9212,Hours,northamerica-northeast1,94.4,73.42,1055814920.0,398773845.0,2023-11-24,2023-12-25,0.04725372,88.11003682,88.110037,7401.2431
cloud-vpn-000416,Cloud VPN,2886.9969,Hours,australia-southeast1,9.81,9.76,320681772.0,604355627.0,2023-05-30,2023-05-31,0.10840319,365.26114619,365.261146,30681.9363
kubernetes-e-000417,Kubernetes Engine,1656.9419,Hours,europe-west3,48.2,62.52,392167268.0,100983631.0,2023-10-30,2023-11-06,0.04418558,77.20610701,77.206107,6485.313
cloud-endpoi-000418,Cloud Endpoints,1133808.8355,Requests,northamerica-northeast1,6.05,11.65,20895419.0,53633505.0,2024-07-17,2024-08-16,9.95e-06,11.85424777,11.854248,995.7568
cloud-spanne-000419,Cloud Spanner,2294.2507,Hours,us-west1,60.47,72.32,1961236719.0,291814139.0,2024-10-19,2024-11-18,2.4388217,5721.09773452,5721.097735,480572.2097
cloud-memory-000420,Cloud Memorystore,2456.4316,Hours,asia-southeast1,31.78,75.45,98406950.0,417076567.0,2023-05-24,2023-06-23,0.18470949,489.76108041,489.76108,41139.9308
cloud-vpc-000421,Cloud VPC,5872.5922,Hours,us-east1,11.37,11.54,3352736996.0,6048568251.0,2023-03-02,2023-04-01,0.00166897,9.88702469,9.887025,830.5101
dataflow-000422,Dataflow,1307.819,Hours,asia-east1,86.26,83.05,1362409146.0,114286219.0,2023-01-07,2023-01-21,0.0214145,30.65366763,30.653668,2574.9081
firestore-000423,Firestore,1389234.9774,Requests,asia-southeast1,18.27,25.08,89071045.0,117130663.0,2023-01-10,2023-01-17,6.7e-07,1.04152383,1.041524,87.488
container-re-000424,Container Registry,274.5826,GB,us-east1,14.31,20.76,180318434.0,143964097.0,2024-09-23,2024-10-24,0.026,6.96688828,6.966888,585.2186
cloud-vpc-000425,Cloud VPC,2720.5735,Hours,southamerica-east1,10.41,11.49,4030211516.0,3563498925.0,2024-02-26,2024-02-27,0.00347267,11.27453189,11.274532,947.0607
cloud-interc-000426,Cloud Interconnect,3896.9657,Hours,asia-east1,4.42,2.19,11343021497.0,11769212424.0,2024-05-29,2024-06-28,0.41277546,1811.66935672,1811.669357,152180.226
cloud-data-f-000427,Cloud Data Fusion,4.8975,Hours,asia-northeast1,42.53,50.22,411887037.0,24737074.0,2023-04-09,2023-05-09,0.87681372,4.86083123,4.860831,408.3098
cloud-functi-000428,Cloud Functions,172606.7326,Requests,europe-west1,14.99,27.78,212465704.0,66047686.0,2023-10-01,2023-10-31,2.41e-06,0.42772536,0.427725,35.9289
cloud-sql-000429,Cloud SQL,1279.5692,Hours,us-central1,73.9,79.36,2583257014.0,5582068090.0,2023-09-07,2023-10-08,2.39951698,2937.84983071,2937.849831,246779.3858
cloud-armor-000430,Cloud Armor,178794.8724,Requests,us-east1,7.08,9.2,206305166.0,2354619.0,2024-10-27,2024-11-26,8.21e-06,1.52593899,1.525939,128.1789
cloud-vpc-000431,Cloud VPC,4186.2018,Hours,northamerica-northeast1,1.83,7.14,54464567544.0,1694126272.0,2023-02-27,2023-03-29,0.00174418,7.40248289,7.402483,621.8086
cloud-run-000432,Cloud Run,3748.7022,Hours,us-east1,42.29,60.84,98388747.0,85113075.0,2023-12-06,2024-01-05,4.098e-05,0.1527603,0.15276,12.8319
cloud-storag-000433,Cloud Storage,161696.7696,GB,asia-east1,13.16,19.14,31067640015.0,5878922180.0,2023-08-24,2023-08-31,0.02120087,3622.12021569,3622.120216,304258.0981
cloud-spanne-000434,Cloud Spanner,3998.9459,Hours,europe-north1,61.76,54.03,4401498397.0,593449063.0,2023-02-17,2023-03-20,1.48878333,6096.70337849,6096.703378,512123.0838
cloud-vpc-000435,Cloud VPC,7338.8853,Hours,us-central1,4.83,7.08,5237726744.0,5424455036.0,2024-11-04,2024-11-05,0.00383036,28.63099585,28.630996,2405.0037
cloud-datapr-000436,Cloud Dataproc,436.486,Hours,us-central1,56.69,60.51,225846160.0,10468361779.0,2023-05-28,2023-06-27,0.04584664,19.72502507,19.725025,1656.9021
cloud-armor-000437,Cloud Armor,3384506.008,Requests,europe-north1,10.93,7.8,6744163.0,25124845.0,2023-06-16,2023-07-16,1.714e-05,64.63959629,64.639596,5429.7261
dataflow-000438,Dataflow,544.8729,Hours,southamerica-east1,70.16,74.39,87889930.0,478348213.0,2023-12-06,2023-12-20,0.04657241,30.10354529,30.103545,2528.6978
firestore-000439,Firestore,378718124.747,Requests,us-west1,4.84,14.95,326054195.0,272899746.0,2023-03-22,2023-04-21,6.6e-07,260.98411721,260.984117,21922.6658
cloud-run-000440,Cloud Run,2027.7619,Hours,australia-southeast1,51.9,76.87,58807830.0,268871755.0,2023-03-19,2023-04-02,0.00023007,0.51478236,0.514782,43.2417
cloud-nat-000441,Cloud NAT,5115.7972,Hours,europe-west1,0.2,3.71,977003644.0,6929420408.0,2023-01-31,2023-03-02,0.00505495,26.4834427,26.483443,2224.6092
cloud-endpoi-000442,Cloud Endpoints,197489.422,Requests,europe-west1,3.01,10.9,42104605.0,672882427.0,2024-07-20,2024-08-20,2.135e-05,4.3555713,4.355571,365.868
dataflow-000443,Dataflow,12.3766,Hours,europe-west3,73.89,75.34,214207448.0,112167648.0,2023-03-29,2023-04-28,0.02209024,0.30885279,0.308853,25.9436
cloud-armor-000444,Cloud Armor,8332883.1818,Requests,asia-northeast1,11.71,4.89,1669717.0,75231812.0,2023-10-02,2023-10-09,1.304e-05,124.16021215,124.160212,10429.4578
kubernetes-e-000445,Kubernetes Engine,916.4104,Hours,europe-west3,70.46,54.3,4613206818.0,510698985.0,2023-11-21,2023-12-05,0.09486642,95.12541177,95.125412,7990.5346
cloud-sql-000446,Cloud SQL,906.8436,Hours,europe-west1,41.32,45.43,2776072733.0,232596255.0,2023-10-04,2023-10-11,1.51810165,1487.31056549,1487.310565,124934.0875
cloud-vpc-000447,Cloud VPC,779.2274,Hours,southamerica-east1,2.86,6.21,2841709039.0,4116551524.0,2024-06-08,2024-06-22,0.00418523,3.85127375,3.851274,323.507
cloud-armor-000448,Cloud Armor,21436281.5547,Requests,us-central1,3.88,9.34,4445109.0,48912367.0,2024-09-04,2024-10-04,1.23e-06,25.71608883,25.716089,2160.1515
cloud-run-000449,Cloud Run,477.1002,Hours,europe-west3,66.78,66.27,285601518.0,185196605.0,2023-03-28,2023-04-27,0.0002384,0.12265685,0.122657,10.3032
cloud-endpoi-000450,Cloud Endpoints,138738.2047,Requests,us-central1,14.64,16.04,46403479.0,13600129.0,2024-06-17,2024-06-24,6.75e-06,0.92597799,0.925978,77.7822
cloud-interc-000451,Cloud Interconnect,1106.0378,Hours,europe-north1,8.98,12.71,12713394693.0,7391863137.0,2024-05-19,2024-05-26,0.17418284,197.20373176,197.203732,16565.1135
cloud-interc-000452,Cloud Interconnect,7626.2292,Hours,northamerica-northeast1,7.11,10.93,4953995760.0,940460307.0,2023-03-20,2023-04-03,0.37440475,2886.39512062,2886.395121,242457.1901
cloud-spanne-000453,Cloud Spanner,952.2817,Hours,us-central1,61.15,65.67,1096507555.0,326925905.0,2024-09-23,2024-09-30,1.53978179,1461.06229323,1461.062293,122729.2326
cloud-nat-000454,Cloud NAT,6220.0103,Hours,europe-west1,10.05,8.99,223042880.0,685944694.0,2024-09-27,2024-10-11,0.00496201,33.71175035,33.71175,2831.787
cloud-run-000455,Cloud Run,91.6211,Hours,us-east1,41.9,65.03,725969614.0,148963955.0,2024-08-31,2024-09-07,0.0002284,0.02145307,0.021453,1.8021
cloud-datapr-000456,Cloud Dataproc,82.4824,Hours,northamerica-northeast1,74.64,73.21,157441297.0,1191841593.0,2023-11-18,2023-11-25,0.03872239,3.21201758,3.212018,269.8095
kubernetes-e-000457,Kubernetes Engine,3053.5215,Hours,us-west1,75.68,67.43,2460216686.0,1042368979.0,2024-10-10,2024-10-24,0.03181819,100.66785276,100.667853,8456.0996
cloud-nat-000458,Cloud NAT,7399.3275,Hours,europe-north1,12.56,10.48,2756828657.0,258071036.0,2024-02-07,2024-02-21,0.0027982,22.09635881,22.096359,1856.0941
cloud-vpc-000459,Cloud VPC,780.4952,Hours,asia-southeast1,4.91,13.06,1563268537.0,993508410.0,2024-11-29,2024-12-29,0.00754492,6.31020435,6.310204,530.0572
firestore-000460,Firestore,80569057.6856,Requests,australia-southeast1,8.19,17.84,537534744.0,30624679.0,2024-03-24,2024-04-23,6.8e-07,64.46719736,64.467197,5415.2446
cloud-run-000461,Cloud Run,81.0024,Hours,us-east1,74.9,78.76,401923234.0,23584940.0,2024-05-26,2024-06-02,7.559e-05,0.00597851,0.005979,0.5022
cloud-cdn-000462,Cloud CDN,187.7564,GB,us-west1,17.86,16.33,895097859.0,10730419227.0,2024-03-09,2024-04-08,0.01988841,3.66543111,3.665431,307.8962
cloud-spanne-000463,Cloud Spanner,7243.3948,Hours,us-central1,37.57,63.56,6225657420.0,1693384511.0,2024-02-15,2024-03-16,2.72623082,20296.18721208,20296.187212,1704879.7258
cloud-run-000464,Cloud Run,119.8363,Hours,southamerica-east1,32.17,42.15,75342425.0,28586166.0,2023-02-07,2023-03-09,0.00021701,0.02924795,0.029248,2.4568
cloud-vpc-000465,Cloud VPC,957.9708,Hours,us-central1,0.1,5.1,1799969145.0,3719960627.0,2024-10-15,2024-11-15,0.00323408,3.1498461,3.149846,264.5871
dataflow-000466,Dataflow,1.4583,Hours,europe-west1,75.77,79.14,432945864.0,134463166.0,2023-06-20,2023-07-20,0.05526237,0.08328038,0.08328,6.9956
